,Age,Hours_per_week,Workclass_cat_new,Education_cat_new,Marital_Status_cat_new,Occupation_cat,Race_cat,Sex_cat,Income
24023,38,40,2,6,2,2,4,1,<=50K
24024,34,45,2,1,2,2,4,1,>50K
24025,32,40,1,6,1,0,4,1,<=50K
24026,57,50,0,6,2,2,4,1,>50K
24027,31,40,2,1,0,0,4,0,<=50K
24028,38,38,2,1,1,3,4,0,<=50K
24029,35,40,2,6,2,2,4,1,<=50K
24030,18,20,2,4,1,7,4,0,<=50K
24031,28,40,2,6,1,7,2,1,<=50K
24032,41,55,0,3,1,3,4,0,<=50K
24033,39,40,1,4,2,6,4,1,>50K
24034,31,40,1,1,1,12,4,1,<=50K
24035,38,38,1,6,0,0,4,0,<=50K
24036,27,40,2,6,2,2,4,1,<=50K
24037,46,36,2,1,4,9,2,0,<=50K
24038,20,40,2,6,1,0,4,0,<=50K
24039,42,20,2,1,0,9,4,0,<=50K
24040,69,40,2,6,3,3,4,0,<=50K
24041,47,35,1,7,2,0,4,0,<=50K
24042,20,30,2,1,1,3,4,0,<=50K
24043,18,6,2,4,1,7,4,0,<=50K
24044,55,55,0,6,4,4,4,0,<=50K
24045,61,40,2,5,2,4,2,1,<=50K
24046,61,40,1,1,2,0,4,1,>50K
24047,39,45,2,1,0,3,4,1,>50K
24048,30,40,2,1,2,2,4,1,<=50K
24049,61,40,2,6,0,0,2,0,<=50K
24050,36,15,2,7,2,11,4,0,<=50K
24051,34,50,2,1,2,2,4,1,<=50K
24052,38,36,2,7,2,12,4,0,>50K
24053,46,50,2,1,2,3,4,1,>50K
24054,27,40,1,6,2,5,4,1,<=50K
24055,60,60,1,1,3,9,4,0,>50K
24056,23,40,2,1,1,3,4,1,<=50K
24057,29,50,2,1,1,9,4,0,>50K
24058,22,50,2,6,1,2,4,1,<=50K
24059,25,35,2,6,1,11,4,1,<=50K
24060,29,48,2,1,2,6,4,1,<=50K
24061,90,30,1,6,2,2,4,1,<=50K
24062,37,40,1,6,0,0,4,0,<=50K
24063,32,38,2,6,1,2,2,1,<=50K
24064,35,65,2,1,1,7,4,0,<=50K
24065,50,40,2,4,2,2,4,1,<=50K
24066,54,40,2,6,2,2,4,1,>50K
24067,43,45,2,1,2,3,4,1,>50K
24068,28,65,0,6,1,3,4,1,>50K
24069,69,40,2,6,4,13,2,0,<=50K
24070,57,40,2,1,2,3,4,1,>50K
24071,28,40,2,4,0,6,4,0,<=50K
24072,25,95,2,6,1,5,4,1,<=50K
24073,52,40,2,4,2,5,4,1,<=50K
24074,31,50,2,1,1,11,1,0,<=50K
24075,30,50,2,6,1,2,4,1,<=50K
24076,24,60,2,6,2,2,4,1,<=50K
24077,30,40,2,6,2,6,4,1,<=50K
24078,52,55,2,1,2,3,4,1,>50K
24079,42,25,1,6,0,0,2,0,<=50K
24080,49,40,2,6,2,4,4,1,<=50K
24081,20,30,2,6,1,7,4,1,<=50K
24082,25,40,2,1,1,0,4,0,<=50K
24083,55,40,2,6,0,11,2,0,<=50K
24084,31,50,0,7,2,3,4,1,<=50K
24085,25,40,1,1,1,10,2,0,<=50K
24086,32,40,2,6,2,3,4,1,<=50K
24087,29,40,1,1,1,0,4,1,<=50K
24088,52,40,2,5,3,7,4,0,<=50K
24089,19,15,2,1,1,0,4,0,<=50K
24090,43,40,2,7,0,2,4,1,<=50K
24091,40,40,0,1,2,13,4,1,>50K
24092,35,40,2,1,0,11,4,1,<=50K
24093,34,40,2,7,1,12,4,0,<=50K
24094,35,40,2,1,2,9,4,1,>50K
24095,26,40,2,1,1,7,4,0,<=50K
24096,55,15,0,1,3,11,4,0,<=50K
24097,51,40,2,1,4,0,4,0,<=50K
24098,31,40,2,6,2,5,4,1,<=50K
24099,17,8,2,4,1,0,4,0,<=50K
24100,38,40,2,6,2,6,4,0,<=50K
24101,39,50,1,0,2,9,4,1,>50K
24102,29,45,2,6,2,2,4,1,<=50K
24103,39,40,2,7,0,11,4,0,<=50K
24104,42,40,2,1,2,9,4,1,>50K
24105,46,50,1,3,2,3,4,1,>50K
24106,73,25,2,5,2,5,4,1,<=50K
24107,47,40,1,1,0,9,4,0,<=50K
24108,28,70,2,6,1,11,4,0,<=50K
24109,27,40,2,4,1,11,4,1,<=50K
24110,38,40,2,0,1,3,4,1,>50K
24111,19,35,2,6,1,11,4,1,<=50K
24112,60,40,1,7,0,9,4,1,>50K
24113,24,40,2,1,1,6,4,1,<=50K
24114,52,40,2,4,2,6,4,1,<=50K
24115,36,45,2,1,0,3,4,0,<=50K
24116,28,16,1,1,1,9,4,1,<=50K
24117,38,50,0,1,2,2,4,1,>50K
24118,47,50,2,3,2,3,4,1,>50K
24119,50,40,2,1,0,3,4,0,>50K
24120,27,40,2,6,2,11,4,1,<=50K
24121,47,40,2,1,3,9,4,0,<=50K
24122,36,40,2,4,2,6,4,0,<=50K
24123,49,40,2,6,0,6,2,1,<=50K
24124,63,40,2,6,0,3,4,0,<=50K
24125,36,70,2,6,2,13,4,1,>50K
24126,42,35,2,1,0,0,4,0,<=50K
24127,28,45,2,3,1,3,2,0,<=50K
24128,38,22,2,6,2,0,4,0,<=50K
24129,43,40,2,1,2,9,4,1,>50K
24130,49,40,2,1,2,9,4,1,>50K
24131,59,40,2,6,0,6,4,0,<=50K
24132,25,40,2,1,2,11,4,1,>50K
24133,26,36,2,7,1,9,4,0,<=50K
24134,59,48,2,1,0,9,4,0,<=50K
24135,34,45,2,1,2,2,4,1,<=50K
24136,67,24,2,6,3,7,4,0,<=50K
24137,45,44,2,7,0,3,4,0,<=50K
24138,64,40,2,5,2,2,2,1,<=50K
24139,31,55,2,1,2,11,4,1,>50K
24140,42,45,0,1,2,3,4,1,>50K
24141,65,40,2,5,2,7,1,1,<=50K
24142,23,20,2,1,1,0,4,1,<=50K
24143,31,45,2,1,2,2,4,1,<=50K
24144,33,40,2,4,0,6,4,0,<=50K
24145,17,35,1,4,1,2,4,1,<=50K
24146,63,46,2,3,2,5,4,1,<=50K
24147,48,60,2,6,2,6,4,1,>50K
24148,45,40,1,7,2,5,4,1,<=50K
24149,17,10,2,4,1,5,4,1,<=50K
24150,26,40,1,6,2,2,4,1,<=50K
24151,38,40,1,1,0,12,2,0,<=50K
24152,44,32,2,1,3,0,4,0,<=50K
24153,43,40,1,3,2,2,4,1,<=50K
24154,39,40,1,1,2,3,4,1,<=50K
24155,23,45,2,6,1,0,4,0,<=50K
24156,19,40,2,6,1,7,1,0,<=50K
24157,52,40,2,1,2,2,4,1,<=50K
24158,32,50,2,6,2,13,4,1,<=50K
24159,38,40,2,1,2,13,4,1,<=50K
24160,44,40,2,1,0,5,4,1,<=50K
24161,63,40,2,5,2,11,4,1,<=50K
24162,32,40,2,1,2,2,4,1,<=50K
24163,24,50,0,6,4,7,4,0,<=50K
24164,26,80,0,1,2,11,4,1,>50K
24165,35,35,2,6,2,3,4,1,<=50K
24166,31,44,2,1,2,2,4,1,>50K
24167,40,56,2,6,2,2,4,1,<=50K
24168,31,55,2,1,1,3,4,1,<=50K
24169,44,35,2,6,2,11,4,1,>50K
24170,40,40,2,1,1,9,4,0,<=50K
24171,52,42,1,1,2,10,4,1,<=50K
24172,51,40,0,5,2,2,4,1,<=50K
24173,39,40,1,1,2,9,4,1,<=50K
24174,40,50,2,7,2,11,4,1,>50K
24175,40,35,0,1,1,6,4,1,<=50K
24176,33,40,2,6,2,2,4,1,<=50K
24177,38,60,1,1,2,10,4,1,>50K
24178,29,50,2,7,0,5,4,1,<=50K
24179,37,37,2,1,0,0,2,0,<=50K
24180,37,45,2,6,2,2,4,1,>50K
24181,19,40,2,6,1,6,4,1,<=50K
24182,46,40,1,6,2,6,2,1,<=50K
24183,46,40,2,7,2,3,4,1,>50K
24184,37,30,2,1,1,10,2,1,<=50K
24185,38,43,2,1,0,0,4,0,<=50K
24186,26,40,2,6,2,2,4,1,<=50K
24187,34,35,2,1,1,7,4,0,<=50K
24188,57,40,2,1,2,9,4,1,<=50K
24189,33,65,2,4,1,2,4,1,<=50K
24190,26,40,1,1,1,10,4,1,<=50K
24191,20,84,2,6,1,11,4,0,<=50K
24192,38,60,2,1,2,9,4,1,>50K
24193,61,6,2,1,2,7,4,1,<=50K
24194,17,16,2,1,1,2,4,1,<=50K
24195,40,40,2,1,2,6,3,1,>50K
24196,18,16,2,4,1,7,4,1,<=50K
24197,21,32,2,7,1,11,4,0,<=50K
24198,46,40,2,4,4,6,4,0,<=50K
24199,55,40,1,6,2,3,4,1,<=50K
24200,27,52,2,7,1,11,4,1,<=50K
24201,39,42,2,6,2,7,4,1,<=50K
24202,36,48,2,6,1,13,2,1,<=50K
24203,51,40,2,1,2,13,4,1,<=50K
24204,27,40,2,1,1,11,4,1,<=50K
24205,30,40,1,1,2,9,4,1,>50K
24206,42,47,2,6,0,11,4,1,<=50K
24207,23,20,2,1,1,7,4,0,<=50K
24208,56,40,2,7,2,3,4,1,>50K
24209,41,50,0,1,2,2,4,1,<=50K
24210,49,46,2,6,2,2,4,1,<=50K
24211,46,60,1,7,0,2,0,0,<=50K
24212,38,43,2,1,2,13,4,1,>50K
24213,50,30,0,0,2,9,4,1,>50K
24214,22,40,2,1,1,11,4,0,<=50K
24215,27,30,2,6,0,7,4,1,<=50K
24216,34,40,2,6,2,2,4,1,<=50K
24217,46,30,2,4,1,13,4,1,<=50K
24218,47,60,2,1,2,11,4,1,>50K
24219,36,40,1,7,2,7,1,1,<=50K
24220,22,40,2,6,1,5,4,1,<=50K
24221,51,45,2,6,2,11,4,1,<=50K
24222,43,30,2,1,0,7,4,1,<=50K
24223,54,50,2,1,3,9,4,1,<=50K
24224,29,55,2,0,1,9,1,1,<=50K
24225,40,38,1,1,0,0,4,0,<=50K
24226,18,20,2,4,1,7,4,1,<=50K
24227,31,50,2,1,1,0,4,1,<=50K
24228,32,40,2,3,1,0,2,0,<=50K
24229,48,40,2,3,2,3,4,1,>50K
24230,24,35,2,1,2,2,4,1,<=50K
24231,24,22,2,7,0,7,4,0,<=50K
24232,49,30,1,1,2,9,4,0,>50K
24233,27,70,0,6,2,4,4,1,<=50K
24234,37,40,2,1,0,12,4,0,<=50K
24235,33,60,2,1,2,2,4,1,>50K
24236,19,25,2,1,1,11,4,1,<=50K
24237,45,40,2,1,2,3,4,0,>50K
24238,54,40,1,3,0,9,4,0,<=50K
24239,47,40,2,6,0,2,4,1,<=50K
24240,20,40,2,6,1,7,4,1,<=50K
24241,36,40,2,4,2,5,4,1,<=50K
24242,58,40,0,5,2,13,4,1,>50K
24243,34,40,0,1,0,11,4,0,<=50K
24244,36,44,2,3,2,9,4,0,>50K
24245,28,60,1,1,1,0,2,0,<=50K
24246,38,40,1,7,0,3,4,1,<=50K
24247,35,60,0,6,2,3,4,1,<=50K
24248,51,60,0,7,2,11,4,1,<=50K
24249,33,45,2,1,1,3,4,1,<=50K
24250,48,40,2,3,2,9,4,1,>50K
24251,53,50,0,6,2,11,4,1,<=50K
24252,40,40,2,7,2,0,4,1,>50K
24253,64,5,0,6,2,11,4,1,<=50K
24254,42,48,1,6,2,0,4,1,>50K
24255,25,40,2,6,2,2,4,1,>50K
24256,66,50,2,1,3,11,4,0,>50K
24257,42,55,0,1,2,3,4,1,>50K
24258,24,40,2,6,1,4,4,1,<=50K
24259,19,25,2,6,1,5,4,0,<=50K
24260,26,24,2,1,1,11,4,0,<=50K
24261,22,30,2,6,1,7,2,1,<=50K
24262,33,40,2,1,2,11,4,1,<=50K
24263,63,12,2,4,1,4,4,1,<=50K
24264,20,30,2,1,1,5,4,1,<=50K
24265,56,40,2,6,2,2,4,1,<=50K
24266,70,24,0,7,2,4,4,1,>50K
24267,42,40,2,6,2,12,4,1,>50K
24268,25,40,1,1,1,9,2,0,<=50K
24269,28,40,2,1,2,6,4,1,>50K
24270,80,40,0,6,2,7,4,1,<=50K
24271,36,40,2,4,1,13,2,0,<=50K
24272,37,40,2,3,2,3,4,1,>50K
24273,38,60,2,6,2,0,4,1,>50K
24274,52,35,1,6,4,7,4,0,<=50K
24275,49,40,2,6,3,0,4,0,<=50K
24276,30,40,2,6,2,13,4,1,<=50K
24277,36,50,2,1,2,11,2,1,>50K
24278,70,35,0,0,2,9,4,1,>50K
24279,55,62,2,1,3,4,4,1,>50K
24280,25,40,2,1,3,3,4,0,<=50K
24281,22,40,2,1,1,2,4,1,<=50K
24282,41,50,1,7,4,2,4,1,<=50K
24283,62,45,2,6,2,3,4,1,>50K
24284,54,40,2,6,1,0,4,0,<=50K
24285,38,40,2,6,1,7,2,0,<=50K
24286,52,40,2,6,2,9,4,1,>50K
24287,36,40,2,4,2,6,4,1,<=50K
24288,74,30,0,6,2,3,4,1,>50K
24289,41,40,2,4,0,0,0,1,<=50K
24290,30,40,2,7,2,12,4,0,<=50K
24291,25,48,2,6,2,6,4,1,<=50K
24292,35,60,2,1,1,3,4,1,>50K
24293,38,50,2,1,2,3,4,1,>50K
24294,34,40,1,3,2,6,4,1,>50K
24295,48,50,2,3,2,3,4,1,>50K
24296,50,15,0,5,1,12,1,0,<=50K
24297,19,40,2,6,1,0,4,0,<=50K
24298,51,40,2,1,2,11,4,1,<=50K
24299,39,40,2,1,0,0,4,1,<=50K
24300,20,40,2,4,1,7,4,0,<=50K
24301,17,16,2,4,1,5,4,1,<=50K
24302,42,50,2,1,2,11,4,1,>50K
24303,36,40,2,6,0,0,4,0,<=50K
24304,65,40,2,2,3,9,4,0,<=50K
24305,32,70,0,1,2,6,4,1,>50K
24306,33,45,0,1,1,9,4,1,<=50K
24307,32,20,1,1,1,12,2,0,<=50K
24308,25,40,2,6,2,13,4,1,<=50K
24309,41,40,1,1,0,10,4,0,<=50K
24310,44,40,2,6,2,2,4,1,>50K
24311,72,12,2,4,2,7,4,1,<=50K
24312,36,52,2,6,0,3,4,1,<=50K
24313,67,20,0,6,2,4,4,1,<=50K
24314,28,45,2,6,2,13,4,1,<=50K
24315,24,40,2,4,2,5,3,1,<=50K
24316,17,8,2,5,1,11,4,1,<=50K
24317,32,30,0,1,0,3,2,0,<=50K
24318,67,40,2,4,3,7,4,0,<=50K
24319,39,40,2,1,2,3,4,1,>50K
24320,18,35,0,1,1,2,4,0,<=50K
24321,50,45,0,1,2,2,4,1,>50K
24322,24,15,2,4,1,11,4,0,<=50K
24323,21,40,1,1,1,0,4,0,<=50K
24324,24,16,2,1,1,0,1,0,<=50K
24325,34,40,2,7,1,7,4,1,<=50K
24326,49,32,0,4,1,2,2,1,<=50K
24327,50,40,2,6,0,6,0,0,<=50K
24328,33,40,2,7,0,3,4,0,<=50K
24329,18,40,2,1,1,0,4,1,<=50K
24330,45,55,2,7,0,0,4,0,>50K
24331,20,35,2,6,1,11,4,0,<=50K
24332,46,37,0,1,2,3,4,1,>50K
24333,64,40,1,6,3,0,4,0,<=50K
24334,39,45,2,2,1,9,4,1,<=50K
24335,35,70,2,6,1,2,4,1,<=50K
24336,21,32,2,1,1,7,4,1,<=50K
24337,29,45,2,7,1,12,4,1,<=50K
24338,38,30,1,1,2,3,2,0,>50K
24339,45,40,2,6,0,7,4,0,<=50K
24340,41,40,2,1,2,0,4,0,>50K
24341,45,60,2,1,2,11,4,1,>50K
24342,45,48,0,6,2,3,4,1,>50K
24343,20,20,1,6,1,0,4,1,<=50K
24344,63,60,0,1,3,11,4,0,>50K
24345,35,40,0,1,2,3,4,1,<=50K
24346,24,50,2,1,2,9,4,1,<=50K
24347,19,50,2,1,1,13,4,1,<=50K
24348,23,35,2,6,1,7,4,1,<=50K
24349,34,45,2,1,1,9,4,0,<=50K
24350,46,5,2,6,1,5,4,1,<=50K
24351,38,42,1,1,2,3,4,1,>50K
24352,55,40,1,4,3,0,4,0,<=50K
24353,48,45,2,1,2,2,4,1,>50K
24354,35,50,2,6,0,7,4,0,<=50K
24355,53,40,2,1,2,2,2,1,>50K
24356,47,40,2,6,2,2,4,1,<=50K
24357,50,22,2,1,0,2,4,1,<=50K
24358,32,40,2,1,2,11,4,1,<=50K
24359,40,46,2,6,2,5,4,1,<=50K
24360,41,50,2,1,2,11,4,1,>50K
24361,47,40,1,1,0,9,4,1,<=50K
24362,21,25,2,1,1,11,2,0,<=50K
24363,45,35,1,3,2,0,4,1,<=50K
24365,44,55,2,0,2,3,4,1,>50K
24366,49,50,2,4,2,6,4,1,<=50K
24367,41,65,2,1,2,13,4,1,>50K
24368,56,40,2,4,2,5,4,1,<=50K
24369,55,60,0,6,2,2,4,1,<=50K
24370,29,50,2,6,1,2,4,1,<=50K
24371,21,25,2,6,1,8,4,0,<=50K
24372,52,50,2,5,1,5,4,1,<=50K
24373,22,40,2,6,1,7,4,0,<=50K
24374,20,60,2,6,2,0,4,1,<=50K
24375,39,40,2,6,2,2,4,1,<=50K
24376,55,40,2,1,0,12,4,0,<=50K
24377,35,40,2,7,4,11,4,1,<=50K
24378,45,55,2,1,2,2,4,1,>50K
24379,61,60,2,3,2,3,4,1,>50K
24380,18,30,2,6,1,5,4,1,<=50K
24381,51,40,1,1,3,0,4,1,<=50K
24382,37,40,0,6,2,6,4,1,<=50K
24383,32,38,2,1,1,7,4,0,<=50K
24384,48,45,2,6,4,2,2,1,<=50K
24385,62,53,2,5,2,13,4,1,<=50K
24386,28,45,2,6,1,13,4,1,<=50K
24387,19,45,2,4,1,5,4,1,<=50K
24388,20,15,2,1,1,0,4,0,<=50K
24389,41,40,2,1,2,4,4,1,<=50K
24390,29,40,2,1,1,0,2,0,<=50K
24391,47,50,2,1,2,3,4,1,>50K
24392,43,37,1,1,2,9,4,1,>50K
24393,20,20,2,1,1,5,4,1,<=50K
24394,29,55,2,1,2,3,2,1,>50K
24395,51,40,1,1,3,9,2,0,<=50K
24396,40,40,2,7,2,2,4,1,>50K
24397,30,40,2,1,1,9,4,0,<=50K
24398,36,40,2,6,3,7,4,0,<=50K
24399,68,20,1,6,3,10,4,1,<=50K
24400,42,40,2,1,1,12,4,0,>50K
24401,41,40,2,6,2,5,4,1,<=50K
24402,43,45,2,1,2,3,4,1,>50K
24403,20,20,2,1,1,5,4,1,<=50K
24404,43,40,2,1,0,12,4,1,<=50K
24405,53,60,2,6,2,11,4,1,>50K
24406,45,40,2,1,2,9,4,1,>50K
24407,39,40,2,6,1,4,4,1,<=50K
24408,31,45,1,3,2,9,4,1,<=50K
24409,38,40,1,3,0,0,4,0,<=50K
24410,18,40,2,6,1,6,4,0,<=50K
24411,30,55,2,1,2,11,4,0,>50K
24412,26,30,2,1,1,9,4,1,<=50K
24413,37,40,2,6,2,2,4,1,<=50K
24414,25,50,2,1,1,12,2,0,<=50K
24415,37,40,2,1,2,3,4,1,>50K
24416,31,40,2,1,1,12,4,1,<=50K
24417,27,80,2,1,2,3,4,1,<=50K
24418,35,40,2,3,2,11,4,1,>50K
24419,28,30,0,1,2,0,4,0,>50K
24420,42,40,2,1,2,9,4,1,<=50K
24421,50,40,2,6,2,13,4,1,>50K
24422,32,40,2,1,0,6,4,0,<=50K
24423,27,40,2,6,4,2,2,1,<=50K
24424,43,40,2,1,0,6,4,1,<=50K
24425,46,40,2,4,0,9,0,1,>50K
24426,41,50,2,1,2,11,4,1,>50K
24427,59,60,1,3,0,9,4,0,>50K
24428,20,30,2,1,1,11,4,0,<=50K
24429,46,70,0,6,2,4,4,1,<=50K
24430,45,40,2,5,2,6,2,1,<=50K
24431,29,45,1,6,1,5,1,1,<=50K
24432,46,48,2,6,1,13,4,1,<=50K
24433,58,40,2,1,2,2,4,1,>50K
24434,38,40,2,7,1,3,1,0,<=50K
24435,29,50,2,1,1,11,4,1,<=50K
24436,26,40,1,1,1,9,4,0,<=50K
24437,61,45,2,6,4,13,1,1,>50K
24438,31,45,2,1,2,11,4,1,>50K
24439,43,40,2,6,0,6,4,1,<=50K
24440,47,50,2,1,2,2,4,1,>50K
24441,51,56,1,6,2,2,4,1,>50K
24442,23,40,2,6,1,5,4,1,<=50K
24443,24,40,2,6,1,6,4,0,<=50K
24444,38,50,2,7,2,2,4,1,<=50K
24445,48,16,2,6,2,5,4,0,>50K
24446,33,30,2,6,1,2,4,1,<=50K
24447,52,40,2,6,2,2,4,1,<=50K
24448,46,45,2,1,2,9,4,1,>50K
24449,28,40,2,6,1,9,4,1,<=50K
24450,45,50,1,3,2,9,4,1,>50K
24451,17,16,2,4,1,11,4,0,<=50K
24452,56,40,2,3,2,9,4,1,>50K
24453,38,45,0,7,0,3,4,1,<=50K
24454,81,10,2,5,2,13,4,1,<=50K
24455,22,30,2,1,1,6,4,0,<=50K
24456,43,40,1,1,0,0,4,0,<=50K
24457,31,40,2,7,2,0,4,0,<=50K
24458,42,40,0,1,2,9,4,1,>50K
24459,50,40,2,6,2,13,4,1,>50K
24460,31,40,2,1,4,5,4,1,<=50K
24461,35,40,2,1,0,3,4,0,<=50K
24462,36,35,2,1,4,7,2,0,<=50K
24463,36,40,2,1,0,9,2,0,<=50K
24464,50,25,2,6,1,5,4,1,<=50K
24465,55,40,2,1,2,9,4,1,>50K
24466,29,40,2,6,0,6,4,0,<=50K
24467,39,40,1,1,0,0,4,1,>50K
24468,34,40,2,1,1,11,4,1,<=50K
24469,29,55,2,5,0,2,4,0,<=50K
24470,60,32,2,1,2,2,3,1,>50K
24471,33,50,2,3,2,3,4,0,>50K
24472,27,40,2,1,4,11,4,1,<=50K
24473,46,40,1,1,0,10,0,0,<=50K
24474,63,40,2,6,0,10,4,1,<=50K
24475,38,40,0,1,0,7,4,0,<=50K
24476,23,15,2,1,1,2,4,1,<=50K
24477,29,40,2,1,1,9,4,0,>50K
24478,31,60,2,0,2,9,4,0,>50K
24479,49,40,0,6,2,3,4,1,>50K
24480,45,60,0,2,2,9,4,1,>50K
24481,42,40,2,4,2,13,4,1,<=50K
24482,48,40,2,6,2,6,4,1,<=50K
24483,33,40,2,6,2,2,4,1,<=50K
24484,24,40,2,1,1,0,4,1,<=50K
24485,49,50,0,1,2,11,4,1,<=50K
24486,40,40,2,1,2,6,4,1,<=50K
24487,57,45,2,7,2,9,4,1,<=50K
24488,50,40,2,6,0,0,4,0,<=50K
24489,46,55,2,1,2,3,4,1,>50K
24490,35,60,0,1,2,3,4,1,<=50K
24491,19,20,2,1,1,7,4,0,<=50K
24492,18,28,2,4,1,7,4,0,<=50K
24493,20,40,2,6,1,2,4,1,<=50K
24494,42,40,2,6,0,13,4,1,<=50K
24495,40,20,1,6,2,0,4,0,>50K
24496,54,45,2,3,2,3,1,1,>50K
24497,28,45,2,6,2,2,4,1,<=50K
24498,38,40,2,1,2,2,4,1,>50K
24499,28,40,2,1,1,8,4,0,<=50K
24500,22,40,2,4,1,2,4,1,<=50K
24501,31,50,2,1,2,3,4,1,>50K
24502,27,40,2,6,2,2,4,1,<=50K
24503,45,42,2,1,2,9,4,1,>50K
24504,38,40,2,1,2,3,4,1,>50K
24505,67,4,0,7,2,3,4,0,>50K
24506,75,16,2,3,1,10,4,1,<=50K
24507,41,60,2,3,0,3,2,0,>50K
24508,37,60,2,1,2,11,4,1,>50K
24509,25,40,2,6,2,2,4,1,<=50K
24510,52,40,2,6,3,0,4,0,<=50K
24511,27,40,1,6,1,10,4,1,<=50K
24512,27,80,1,6,2,3,4,1,>50K
24513,42,33,2,1,1,12,4,1,<=50K
24514,28,40,2,6,1,9,0,0,<=50K
24515,38,50,0,6,2,2,4,1,<=50K
24516,28,50,2,1,1,2,4,1,<=50K
24517,29,40,2,6,1,0,4,0,<=50K
24518,30,40,2,1,1,3,2,0,<=50K
24519,48,40,2,1,2,5,4,1,<=50K
24520,24,40,2,6,1,5,4,1,<=50K
24521,47,40,1,2,2,9,4,1,>50K
24522,29,40,2,1,1,9,4,0,<=50K
24523,45,40,2,7,0,2,4,1,<=50K
24524,24,40,2,6,1,2,4,1,<=50K
24525,40,40,2,6,2,6,4,1,<=50K
24526,46,50,1,1,0,9,4,0,>50K
24527,32,40,2,1,2,6,4,1,<=50K
24528,20,40,2,6,1,11,4,1,<=50K
24529,46,40,2,6,2,7,4,1,<=50K
24530,21,35,2,6,1,11,4,0,<=50K
24531,59,40,2,3,2,3,1,1,>50K
24532,31,50,2,1,2,9,4,1,<=50K
24533,48,40,2,1,0,3,4,0,<=50K
24534,34,40,2,5,2,13,4,1,<=50K
24535,19,25,2,1,1,7,4,1,<=50K
24536,20,35,2,1,1,11,4,1,<=50K
24537,29,50,2,1,1,9,4,1,<=50K
24538,54,40,2,1,2,2,4,1,>50K
24539,36,52,2,6,2,2,4,1,<=50K
24540,43,50,2,1,1,11,4,1,>50K
24541,46,40,1,1,2,12,4,1,>50K
24542,33,45,2,3,2,9,4,1,>50K
24543,33,45,2,4,0,7,4,0,<=50K
24544,36,40,2,1,2,13,4,1,<=50K
24545,37,40,2,6,2,5,4,1,>50K
24546,45,60,0,6,2,2,4,1,<=50K
24547,25,40,2,1,1,0,4,0,<=50K
24548,28,40,2,7,2,6,4,1,<=50K
24549,26,40,2,6,1,0,4,0,<=50K
24550,23,40,2,6,1,8,4,1,<=50K
24551,24,40,2,6,1,3,4,0,<=50K
24552,58,40,0,1,0,9,4,0,<=50K
24553,36,40,2,7,0,12,4,0,<=50K
24554,46,50,2,1,2,11,4,1,<=50K
24555,32,50,2,1,2,11,4,1,<=50K
24556,26,40,2,6,1,7,2,1,<=50K
24557,52,40,2,5,1,5,4,0,<=50K
24558,19,45,2,6,1,7,4,0,<=50K
24559,33,60,2,1,2,9,4,1,>50K
24560,60,40,2,6,2,2,4,1,<=50K
24561,39,38,2,1,0,3,4,1,<=50K
24562,45,45,2,1,0,3,4,1,<=50K
24563,37,40,1,1,4,0,2,0,<=50K
24564,29,40,2,7,1,12,4,1,<=50K
24565,53,66,2,1,2,2,4,1,<=50K
24566,46,40,1,1,2,3,4,1,<=50K
24567,20,40,2,1,1,13,4,1,<=50K
24568,39,40,2,3,1,9,4,0,<=50K
24569,48,40,2,1,2,9,4,0,>50K
24570,38,48,2,6,2,2,2,1,<=50K
24571,36,45,2,6,2,2,4,1,<=50K
24572,53,56,2,5,0,6,2,0,<=50K
24573,29,35,2,6,1,2,4,1,<=50K
24574,64,50,2,5,2,0,4,1,<=50K
24575,34,50,2,1,2,3,4,1,>50K
24576,41,40,1,1,0,9,4,0,<=50K
24577,34,38,2,6,0,3,4,0,<=50K
24578,22,40,2,1,2,12,4,1,<=50K
24579,43,40,2,4,2,2,4,1,<=50K
24580,36,40,2,1,1,3,4,1,<=50K
24581,47,55,2,6,2,11,4,1,>50K
24582,33,40,2,1,4,6,4,1,<=50K
24583,27,40,2,1,1,6,4,0,<=50K
24584,33,70,2,1,1,12,4,1,<=50K
24585,24,40,2,6,2,13,4,0,<=50K
24586,47,40,1,1,0,9,4,0,<=50K
24587,48,40,0,4,2,3,4,1,<=50K
24588,28,50,2,6,2,11,4,1,<=50K
24589,33,40,1,1,2,9,4,1,>50K
24590,44,40,2,1,2,6,4,1,>50K
24591,33,56,1,7,1,10,4,1,<=50K
24592,26,25,2,1,1,0,4,0,<=50K
24593,22,40,2,7,1,3,4,1,<=50K
24594,34,55,2,1,2,3,4,1,>50K
24595,31,45,0,1,1,3,4,1,<=50K
24596,38,40,1,7,2,3,4,1,<=50K
24597,51,40,0,1,2,9,4,0,>50K
24598,36,40,2,1,2,3,4,1,<=50K
24599,29,54,2,1,2,10,4,1,>50K
24600,64,15,0,6,2,11,4,1,>50K
24601,24,55,2,1,1,6,4,1,<=50K
24602,21,20,1,1,1,3,4,0,<=50K
24603,28,60,2,1,2,2,4,1,>50K
24604,41,50,0,6,2,2,4,1,<=50K
24605,17,16,2,4,1,7,4,1,<=50K
24606,58,50,2,2,2,9,4,1,>50K
24607,50,8,0,1,2,11,4,1,<=50K
24608,47,40,2,6,2,2,4,1,<=50K
24609,24,20,2,1,1,11,4,1,<=50K
24610,50,40,1,1,2,3,2,1,<=50K
